Goal Code,Goal Label,Goal Description ,Target Code,Target Description,Indicator Code,Indicator Reference,Indicator Description,Series Release,Tags,Series Code,Series Description,Geographic Area Code,Geographic Area Name,Geographic Area Level,Parent Geographic Area Code,Parent Geographic Area Name,Geographic Area Type,X,Y,ISO Code,Is UN Member,Has Country Proile,Sex Code,Sex Desc,Unit Multiplier,Units Code,Units Desc,Time Series Id,Time Series Keys,Number of Years Available,Earliest Year Available,Latest Year Available,Available Years,Value 2000,Value 2001,Value 2002,Value 2003,Value 2004,Value 2005,Value 2006,Value 2007,Value 2008,Value 2009,Value 2010,Value 2011,Value 2012,Value 2013,Value 2014,Value 2015,Value 2016,Value 2017,Value 2018,Value 2019,Value 2020,Value 2021,Latest Value,Footnotes,Nature,ObjectId,x2,y2
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),426,Lesotho,4,18,Southern Africa,Country,28.25362195,-29.58041814,LSO,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",3.8,3.8,3.8,11.67,11.67,11.67,11.67,11.76,25,25,24.17,24.17,24.17,26.67,26.67,26.67,25,25,22.13,23.33,23.33,23.33,23.33,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,102,3145178.80853966,-3449729.7223967
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),430,Liberia,4,11,Western Africa,Country,-9.311879038,6.448381009,LBR,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",7.81,7.81,7.81,7.81,7.81,5.26,12.5,12.5,12.5,12.5,12.5,12.5,9.59,10.96,10.96,10.96,10.96,12.33,9.86,12.33,12.33,10.96,10.96,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,103,-1036593.63283872,719350.704980557
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),434,Libya,4,15,Northern Africa,Country,18.0295985,27.04042819,LBY,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,16,2006,2021,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",,,,,,,4.74,7.69,7.69,7.69,7.69,7.69,7.69,16.5,16.5,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,"[2006-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,104,2007045.72422717,3128523.62580618
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),438,Liechtenstein,5,155,Western Europe,Country,9.552985019,47.14167005,LIE,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",4,4,12,12,12,12,24,24,24,24,24,24,24,24,20,20,20,12,12,12,12,12,12,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,105,1063433.42787085,5965228.96577407
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),440,Lithuania,5,154,Northern Europe,Country,23.90517807,55.33680309,LTU,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",17.52,10.64,10.64,10.64,10.64,21.99,21.99,24.82,22.7,17.73,19.15,19.15,19.15,24.46,24.11,23.4,23.4,21.28,21.28,21.28,24.11,27.66,27.66,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,106,2661112.25007493,7427509.03117105
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),442,Luxembourg,5,155,Western Europe,Country,6.092656563,49.77679538,LUX,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",16.67,16.67,16.67,16.67,16.67,23.33,23.33,23.33,23.33,23.33,20,20,25,21.67,28.33,28.33,28.33,28.33,28.33,25,30,31.67,31.67,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,107,678231.426171456,6407710.09007428
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),450,Madagascar,4,14,Eastern Africa,Country,46.6982339,-19.38514785,MDG,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,21,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",8,8,8,3.75,3.75,6.88,6.88,6.88,7.87,7.87,,12.5,17.53,17.49,23.13,20.53,20.53,19.21,19.21,19.21,15.89,17.88,17.88,"[2000-2009,2011-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,108,5198423.61869319,-2200333.73473891
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),454,Malawi,4,14,Eastern Africa,Country,33.4884625,-13.40819859,MWI,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",8.29,9.33,9.33,9.33,9.33,13.99,13.61,13.61,12.95,12.95,20.83,20.83,22.28,22.28,22.28,16.67,16.67,16.67,16.67,16.67,22.92,22.92,22.92,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,109,3727918.59294964,-1506406.79245293
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),458,Malaysia,4,35,South-Eastern Asia,Country,116.8346314,5.452415309,MYS,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",7.25,10.36,10.36,10.36,10.47,9.13,9.13,9.13,10.05,10.81,9.91,9.91,10.41,10.41,10.36,10.36,10.36,10.36,10.36,14.41,14.41,14.86,14.86,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,110,13005971.6744678,607878.272331427
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),462,Maldives,5,127,Southern Asia (excluding India),Country,73.09672546,-0.614385021,MDV,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",6,6,6,6,6,12,12,12,12,12,6.49,6.49,6.49,6.49,6.76,5.88,5.88,5.88,5.88,4.71,4.6,4.6,4.6,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,111,8137090.25686292,-68394.3384060502
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),462,Maldives,5,127,Southern Asia (excluding India),Country,73.09672546,-0.614385021,MDV,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",6,6,6,6,6,12,12,12,12,12,6.49,6.49,6.49,6.49,6.76,5.88,5.88,5.88,5.88,4.71,4.6,4.6,4.6,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,112,8137090.25686292,-68394.3384060502
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),466,Mali,4,11,Western Africa,Country,-3.522016039,17.35311254,MLI,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",12.24,12.24,12.24,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,9.52,9.52,8.84,8.84,8.84,8.84,9.52,27.27,27.27,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time and corresponds to the Transitional National Council appointed in December 2020.",C: Country data,113,-392069.032027222,1961968.44835851
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),470,Malta,5,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,8.7,8.7,8.7,8.7,8.7,14.29,12.86,12.86,12.5,11.94,11.94,13.43,13.43,13.43,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,114,1608140.86606122,4285763.02960375
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),584,Marshall Islands,4,543,Oceania (exc. Australia and New Zealand),Country,171.0839119,7.110213497,MHL,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,9.09,9.09,9.09,9.09,6.06,6.06,6.06,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,115,19044973.9556293,793544.729542564
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),584,Marshall Islands,4,543,Oceania (exc. Australia and New Zealand),Country,171.0839119,7.110213497,MHL,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,9.09,9.09,9.09,9.09,6.06,6.06,6.06,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,116,19044973.9556293,793544.729542564
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),478,Mauritania,4,11,Western Africa,Country,-10.33187259,20.26089546,MRT,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,21,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",3.8,3.8,3.7,3.7,3.7,3.7,,17.89,22.11,22.11,22.11,22.11,22.11,22.11,25.17,25.17,25.17,25.17,25.17,20.26,20.26,20.26,20.26,"[2000-2005,2007-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,117,-1150138.79565978,2303963.32239373
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),480,Mauritius,4,14,Eastern Africa,Country,57.568022,-20.28581998,MUS,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",7.58,5.71,5.71,5.71,5.71,5.71,17.14,17.14,17.14,17.14,17.14,18.84,18.84,18.84,18.84,11.59,11.59,11.59,11.59,11.59,20,20,20,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,118,6408442.89501597,-2306921.14387333
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),484,Mexico,4,13,Central America,Country,-102.5148166,23.93378032,MEX,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",18.2,16,16,16,22.6,22.6,24.2,22.6,23.2,23.2,27.6,26.2,26.2,36.8,37.4,38,42.37,42.6,42.6,48.2,48.2,48.2,48.2,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,119,-11411897.1826778,2745341.0266749
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),583,Micronesia (Federated States of),4,543,Oceania (exc. Australia and New Zealand),Country,158.225216,6.880670092,FSM,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,120,17613550.4757757,767800.412263201
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),583,Micronesia (Federated States of),4,543,Oceania (exc. Australia and New Zealand),Country,158.225216,6.880670092,FSM,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,121,17613550.4757757,767800.412263201
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),492,Monaco,5,155,Western Europe,Country,7.424214814,43.73532918,MCO,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",22.22,22.22,22.22,22.22,20.83,20.83,20.83,20.83,20.83,25,26.09,26.09,19.05,19.05,20.83,20.83,20.83,20.83,20.83,33.33,33.33,33.33,33.33,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,122,826459.812634358,5424574.70404684
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",7.89,10.53,10.53,10.53,10.53,6.76,6.67,6.58,6.58,4.05,3.95,3.95,3.95,14.86,14.86,14.86,14.47,17.11,17.11,17.11,17.33,17.33,17.33,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,123,11474012.245158,5915821.32398489
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),499,Montenegro,5,39,Southern Europe,Country,19.25214024,42.78717043,MNE,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,15,2007,2021,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",,,,,,,,8.64,11.11,11.11,11.11,11.11,12.35,17.28,14.81,17.28,17.28,23.46,23.46,23.46,29.63,24.69,24.69,"[2007-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,124,2143138.44819749,5279632.91903182
